    Student_ID,Age,Gender,Family_Income,Income_Bracket,Part_Time_Job,Scholarship,Parental_Education_Level,Financial_Stress_Index,Department,Academic_Year_Num,CGPA,Attendance_Rate,Low_Attendance_Flag,Study_Hours_per_Day,Assignment_Delay_Days,GPA_vs_Effort_Gap,Travel_Time_Minutes,Internet_Access,Stress_Index,Support_Access_Score,Academic_Risk_Score,Engagement_Score,Counseling_Priority_Score,Counseling_Urgency,Dropout
STU5888,19.2,Female,76251.0,Upper-Middle,Yes,Yes,2,0.877,Arts,1,1.44,91.1,0,3.79,2,0.248,43.7,Yes,6.8,2,35.77,66.65,53.85,High,0
STU5889,17.0,Male,44411.0,Middle,Yes,No,2,0.953,Arts,1,2.55,82.4,0,4.88,1,-0.376,29.4,Yes,5.9,1,23.53,68.37,47.97,High,0
STU5890,20.2,Female,25000.0,Low,No,No,1,0.7,CS,1,1.91,84.2,0,4.18,3,-0.048,27.5,Yes,6.2,1,36.89,65.37,49.45,High,1
STU5891,20.5,Female,25000.0,Low,No,No,3,0.7,Business,3,1.82,88.4,0,3.29,2,-0.355,17.7,Yes,7.3,1,32.78,62.52,50.98,High,0
STU5892,22.6,Female,25000.0,Low,No,No,2,0.7,Engineering,3,1.56,81.8,0,2.38,2,-0.5,55.7,Yes,7.6,1,37.36,54.15,54.82,High,1
STU5893,17.9,Female,25000.0,Low,Yes,No,2,1.0,Engineering,2,3.1,93.1,0,4.82,3,-0.953,30.2,Yes,1.5,1,22.32,73.39,36.67,Moderate,0
STU5894,17.7,Female,34283.0,Middle,No,Yes,2,0.678,Arts,4,0.8,76.7,0,4.4,0,1.16,30.0,No,6.8,1,38.99,62.85,51.73,High,0
STU5895,22.0,Male,31165.0,Middle,No,Yes,3,0.685,Business,3,1.17,95.8,0,3.14,0,0.229,52.3,Yes,6.4,2,29.56,65.38,46.72,High,0
STU5896,23.2,Male,35156.0,Middle,No,No,1,0.676,Business,1,1.19,80.4,0,2.16,4,-0.228,35.0,Yes,6.0,1,48.98,52.23,55.28,High,0
STU5897,17.5,Male,25000.0,Low,No,No,2,0.7,Business,2,1.44,76.8,0,3.24,0,0.003,36.3,Yes,6.4,1,32.56,56.44,49.56,High,0
STU5898,23.4,Female,28495.0,Low,No,Yes,1,0.692,CS,3,1.23,69.4,1,1.46,3,-0.58,30.7,Yes,4.9,2,48.13,42.83,53.92,High,1
STU5899,21.1,Female,25000.0,Low,No,No,2,0.7,CS,1,2.64,89.0,0,5.27,1,-0.293,20.7,Yes,1.2,1,20.65,73.84,29.18,Moderate,0
STU5900,23.4,Female,32435.0,Middle,No,Yes,0,0.682,Engineering,4,2.51,79.1,0,3.86,4,-0.791,44.6,Yes,4.4,2,36.17,61.04,44.95,Moderate,0
STU5901,20.8,Female,60190.0,Upper-Middle,No,No,3,0.616,Arts,4,3.58,83.1,0,4.34,0,-1.647,13.0,Yes,2.2,1,9.27,65.71,26.67,Moderate,0
STU5902,17.0,Male,25000.0,Low,Yes,No,0,1.0,Engineering,3,3.14,84.1,0,3.47,1,-1.594,18.3,Yes,2.5,1,17.12,61.37,38.89,Moderate,0
STU5903,20.7,Male,39738.0,Middle,Yes,No,3,0.965,CS,3,1.05,78.1,0,6.3,3,1.756,20.7,Yes,7.4,1,47.32,74.13,60.61,High,0
STU5904,23.3,Male,29740.5,Low,No,No,2,0.689,Engineering,3,3.42,90.6,0,4.0,0,-1.638,33.0,Yes,5.5,1,8.62,67.57,35.84,Moderate,0
STU5905,19.0,Male,48122.0,Middle,No,No,2,0.644,Business,3,1.39,85.6,0,3.52,1,0.178,29.8,Yes,6.0,1,34.17,62.4,47.19,High,0
STU5906,20.1,Female,32702.0,Middle,No,No,2,0.682,Engineering,2,1.97,75.2,0,3.55,2,-0.389,7.6,Yes,5.5,1,35.24,57.37,47.88,High,1
STU5907,20.6,Male,37904.0,Middle,Yes,No,3,0.969,Engineering,4,0.34,71.2,1,3.19,1,1.081,57.8,Yes,7.9,1,48.99,53.36,65.72,Critical,1
STU5908,17.0,Female,30912.0,Middle,No,No,2,0.686,Science,4,3.19,88.2,0,3.81,2,-1.493,39.1,Yes,5.6,1,19.14,65.31,40.58,Moderate,0
STU5909,24.7,Female,29740.5,Low,No,No,2,0.689,Arts,3,2.5,80.1,0,4.0,5,-0.718,24.1,Yes,5.5,1,39.72,62.32,49.07,High,1
STU5910,19.0,Male,36624.0,Middle,No,No,2,0.672,Engineering,1,2.21,87.6,0,4.45,1,-0.228,35.2,No,8.2,0,25.37,68.58,48.8,High,0
STU5911,22.1,Male,29740.5,Low,No,No,3,0.689,CS,1,1.63,80.0,0,4.0,2,0.152,35.4,No,5.5,0,37.2,62.27,48.07,High,0
STU5912,20.8,Male,31547.0,Middle,Yes,No,3,0.984,Business,2,1.22,83.7,0,5.89,3,1.404,26.0,Yes,6.3,1,43.94,74.65,56.81,High,0
STU5913,23.8,Male,25000.0,Low,No,No,1,0.7,CS,2,3.24,88.4,0,1.39,0,-2.621,34.7,Yes,6.4,1,11.08,51.94,41.64,Moderate,0
STU5914,21.9,Female,32776.0,Middle,No,No,1,0.681,Business,3,2.86,70.0,1,3.24,1,-1.417,34.9,Yes,3.3,1,24.15,53.04,38.57,Moderate,0
STU5915,20.5,Male,25000.0,Low,No,No,1,0.7,Business,3,2.46,95.5,0,4.9,0,-0.277,43.1,Yes,7.2,1,16.75,75.03,42.45,Moderate,0
STU5916,19.0,Female,25000.0,Low,No,No,1,0.7,Business,2,2.01,85.0,0,5.83,1,0.587,30.8,Yes,7.9,1,28.15,74.96,48.77,High,0
STU5917,22.8,Female,33509.0,Middle,No,Yes,1,0.68,Arts,2,2.0,65.6,1,4.26,3,-0.102,33.9,Yes,3.5,2,41.57,56.52,45.5,High,0
STU5918,17.0,Male,30745.0,Middle,Yes,No,2,0.986,Arts,1,1.9,92.8,0,5.95,2,0.75,27.5,Yes,5.6,1,30.66,79.53,49.05,High,0
STU5919,22.4,Female,56296.0,Middle,Yes,No,1,0.925,Engineering,4,1.0,89.9,0,6.22,3,1.771,24.8,Yes,7.9,1,44.28,79.58,59.03,High,1
STU5920,18.6,Female,25000.0,Low,No,No,2,0.7,Business,4,3.6,80.5,0,3.54,1,-2.023,20.8,Yes,2.6,1,13.6,59.96,31.95,Moderate,0
STU5921,23.8,Female,25000.0,Low,Yes,No,3,1.0,Arts,1,1.87,93.2,0,2.9,3,-0.578,20.4,No,6.6,0,34.59,62.75,55.92,High,0
STU5922,21.4,Male,25000.0,Low,Yes,No,2,1.0,Science,4,0.29,76.9,0,2.88,1,0.993,24.4,Yes,3.3,1,47.78,54.49,54.19,High,1
STU5923,22.4,Male,25000.0,Low,No,Yes,1,0.7,CS,1,3.03,81.0,0,2.15,2,-2.072,27.2,Yes,4.9,2,22.9,52.47,42.54,Moderate,1
STU5924,21.2,Male,38155.0,Middle,Yes,No,2,0.968,Business,1,4.0,100.0,0,2.4,2,-2.931,42.1,No,5.1,0,7.5,63.36,40.61,Moderate,0
STU5925,17.1,Male,25000.0,Low,No,Yes,1,0.7,CS,3,3.98,86.2,0,2.77,2,-2.746,25.4,Yes,3.4,2,11.84,58.52,33.46,Moderate,0
STU5926,19.1,Female,25000.0,Low,No,No,2,0.7,Business,4,0.93,90.7,0,2.48,3,0.175,26.0,Yes,3.9,1,44.74,59.16,47.77,High,1
STU5927,22.5,Female,25000.0,Low,Yes,No,2,1.0,Science,2,2.56,88.5,0,5.33,3,-0.186,26.5,Yes,5.4,1,29.1,73.93,49.05,High,0
STU5928,21.4,Female,75085.0,Upper-Middle,Yes,Yes,1,0.88,CS,1,1.0,70.9,1,3.42,1,0.523,29.4,Yes,8.0,2,42.48,54.49,61.42,High,1
STU5929,23.6,Male,25000.0,Low,Yes,No,1,1.0,CS,1,2.63,84.4,0,2.2,0,-1.65,50.4,Yes,6.4,1,18.38,54.45,50.18,High,0
STU5930,21.9,Male,29955.0,Low,No,Yes,3,0.688,Engineering,4,3.76,83.7,0,3.49,2,-2.205,25.5,Yes,2.5,2,14.79,61.28,31.73,Moderate,0
STU5931,18.9,Female,42108.0,Middle,No,Yes,1,0.659,CS,2,3.33,91.5,0,4.33,0,-1.401,36.7,Yes,6.3,2,9.25,69.86,37.15,Moderate,0
STU5932,19.2,Male,72434.0,Upper-Middle,Yes,Yes,1,0.886,Arts,3,1.54,94.0,0,3.66,1,0.09,34.2,Yes,5.6,2,30.15,67.38,48.67,High,0
STU5933,21.2,Male,47414.0,Middle,No,No,1,0.646,Arts,4,3.73,92.3,0,3.72,0,-2.073,30.7,Yes,4.4,1,5.01,66.86,30.9,Moderate,0
STU5934,17.0,Female,57317.0,Middle,No,No,1,0.622,CS,4,2.69,78.2,0,1.62,4,-1.968,18.5,Yes,4.7,1,34.64,48.12,45.83,High,0
STU5935,24.7,Male,49940.0,Middle,Yes,No,0,0.94,Engineering,2,0.48,70.5,1,5.18,1,1.827,36.3,Yes,6.4,1,47.8,64.09,59.31,High,1
STU5936,22.0,Female,25000.0,Low,No,Yes,3,0.7,Science,1,2.36,86.0,0,3.54,3,-0.783,6.9,Yes,2.7,2,31.85,62.71,39.08,Moderate,0
STU5937,23.7,Male,36894.0,Middle,No,Yes,2,0.671,Business,3,3.34,81.3,0,2.31,3,-2.311,17.8,Yes,4.3,2,23.46,53.51,40.53,Moderate,0
STU5938,17.5,Female,49474.0,Middle,No,No,1,0.641,CS,3,2.17,73.6,1,3.86,3,-0.451,23.5,Yes,3.4,1,37.47,58.29,42.56,Moderate,1
STU5939,23.7,Female,29740.5,Low,No,No,0,0.689,Arts,4,1.87,76.4,0,4.0,2,-0.088,27.3,Yes,5.5,1,35.88,60.47,47.81,High,0
STU5940,25.9,Male,25000.0,Low,Yes,No,2,1.0,Arts,1,2.11,81.5,0,4.16,4,-0.257,31.0,Yes,6.1,1,39.45,63.91,56.44,High,1
STU5941,18.1,Female,29740.5,Low,Yes,No,4,0.989,Engineering,3,4.0,84.1,0,4.0,0,-2.218,46.7,Yes,5.5,1,4.77,64.32,40.79,Moderate,0
STU5942,22.7,Female,47267.0,Middle,No,No,3,0.647,Arts,4,1.84,77.6,0,3.03,1,-0.49,37.6,Yes,6.7,1,32.07,55.67,49.17,High,0
STU5943,21.0,Female,28522.0,Low,Yes,Yes,2,0.992,Engineering,4,2.97,81.9,0,4.97,1,-0.756,32.0,Yes,1.4,2,19.48,68.62,35.84,Moderate,0
STU5944,17.6,Male,25000.0,Low,Yes,No,1,1.0,Engineering,4,2.87,81.4,0,3.57,1,-1.28,26.0,Yes,5.0,1,20.63,60.58,46.67,High,0
STU5945,22.1,Female,25000.0,Low,No,Yes,3,0.7,Engineering,2,1.92,84.2,0,3.49,2,-0.365,26.1,No,5.3,1,33.04,61.53,46.24,High,1
STU5946,22.8,Male,28554.0,Low,No,No,3,0.691,Business,2,3.39,74.2,1,5.63,2,-0.882,16.4,Yes,2.6,1,21.34,68.45,33.59,Moderate,0
STU5947,19.7,Female,25000.0,Low,No,No,3,0.7,CS,1,2.65,76.4,0,4.24,1,-0.761,5.0,Yes,4.3,1,24.33,61.81,40.21,Moderate,0
STU5948,23.6,Female,34407.0,Middle,Yes,No,4,0.977,Science,1,4.0,92.8,0,6.1,1,-1.283,14.7,Yes,5.5,1,5.91,80.36,38.6,Moderate,0
STU5949,17.3,Male,25000.0,Low,Yes,Yes,3,1.0,Arts,3,1.56,79.9,0,3.93,4,0.191,44.1,No,6.1,1,45.43,61.83,59.15,High,1
STU5950,17.7,Female,33082.0,Middle,Yes,Yes,4,0.981,CS,3,3.97,85.8,0,5.78,3,-1.395,21.5,Yes,6.1,2,15.81,75.08,44.93,Moderate,0
STU5951,21.3,Male,25000.0,Low,No,No,0,0.7,Science,4,3.0,72.3,1,3.56,1,-1.414,23.7,Yes,2.0,1,22.06,55.97,34.43,Moderate,0
STU5952,21.1,Male,25000.0,Low,No,No,1,0.7,Engineering,3,1.17,91.5,0,3.11,0,0.215,42.3,Yes,4.4,1,30.85,63.07,42.88,Moderate,1
STU5953,19.4,Female,25000.0,Low,No,No,1,0.7,CS,2,3.96,91.2,0,4.57,3,-1.924,5.0,Yes,2.7,1,14.29,71.05,30.81,Moderate,0
STU5954,22.8,Female,25000.0,Low,Yes,No,1,1.0,Engineering,3,2.86,84.4,0,4.15,3,-1.011,23.0,Yes,5.5,1,27.33,65.31,49.89,High,1
STU5955,22.2,Male,26269.0,Low,No,Yes,3,0.697,Science,4,3.74,77.1,0,2.26,0,-2.733,16.8,Yes,4.7,2,9.47,51.13,36.81,Moderate,0
STU5956,22.9,Male,31971.0,Middle,No,No,3,0.683,CS,3,2.04,70.5,1,4.26,2,-0.142,33.5,Yes,4.4,1,35.95,58.97,45.19,High,0
STU5957,20.7,Female,34958.0,Middle,No,Yes,2,0.676,Business,3,2.26,100.0,0,3.01,1,-0.919,36.7,Yes,10.0,2,21.15,66.76,51.97,High,0
STU5958,22.3,Female,35758.0,Middle,No,No,3,0.674,Arts,4,2.92,78.8,0,5.06,3,-0.666,36.9,Yes,3.6,1,28.41,67.57,38.71,Moderate,0
STU5959,20.0,Male,25000.0,Low,No,No,1,0.7,Science,1,0.29,70.5,1,3.14,3,1.109,48.1,Yes,5.5,1,57.2,52.73,57.72,High,1
STU5960,25.5,Male,56108.0,Middle,No,No,3,0.625,Business,4,0.48,77.2,0,3.53,2,1.092,36.6,Yes,6.4,1,49.54,58.25,54.58,High,1
STU5961,19.2,Female,25000.0,Low,Yes,No,1,1.0,Business,4,2.77,85.2,0,2.67,4,-1.581,33.0,Yes,6.1,1,31.74,57.47,54.33,High,0
STU5962,25.6,Female,38952.0,Middle,No,No,2,0.667,Engineering,2,1.33,72.0,1,5.31,1,1.035,59.2,No,6.5,0,38.85,65.57,50.29,High,1
STU5963,21.1,Female,26944.0,Low,No,No,1,0.695,Science,2,1.41,77.3,0,4.56,0,0.621,5.0,Yes,6.1,1,32.71,64.04,47.63,High,0
STU5964,18.0,Male,37249.0,Middle,No,No,4,0.671,Science,3,1.73,70.5,1,6.96,1,1.37,56.4,Yes,4.9,1,35.3,74.0,43.69,Moderate,0
STU5965,24.0,Female,26145.0,Low,No,Yes,1,0.697,CS,1,2.38,93.5,0,5.64,2,0.132,50.9,Yes,5.5,2,25.65,78.15,41.23,Moderate,0
STU5966,21.3,Female,37653.0,Middle,No,No,2,0.67,Engineering,2,2.26,81.3,0,3.43,3,-0.732,28.2,Yes,4.3,1,34.26,59.75,43.89,Moderate,0
STU5967,22.9,Male,29601.0,Low,No,No,1,0.689,Business,1,0.3,70.4,1,1.98,1,0.582,21.5,Yes,4.2,1,49.63,46.22,52.2,High,0
STU5968,23.7,Female,48451.0,Middle,Yes,No,2,0.944,Arts,1,2.47,74.8,1,3.18,4,-1.054,22.1,No,3.1,0,37.86,55.11,48.51,High,0
STU5969,21.7,Female,25000.0,Low,No,No,2,0.7,Business,2,1.21,76.8,0,3.8,4,0.483,26.5,Yes,6.9,1,49.86,59.56,57.26,High,0
STU5970,19.7,Male,25000.0,Low,No,Yes,2,0.7,Business,2,0.37,82.2,0,1.66,3,0.369,44.4,Yes,7.5,2,52.89,50.34,61.36,High,1
STU5971,23.1,Female,29740.5,Low,No,No,3,0.689,Arts,3,2.68,59.7,1,4.0,1,-0.898,5.0,Yes,5.5,1,29.04,52.12,46.33,High,0
STU5972,21.0,Female,56464.0,Middle,Yes,Yes,0,0.924,Engineering,3,2.79,79.1,0,5.32,1,-0.42,54.1,Yes,5.4,2,22.12,69.17,45.45,High,0
STU5973,22.5,Female,27099.0,Low,No,No,2,0.695,Arts,2,0.63,76.9,0,2.88,3,0.653,30.0,Yes,8.4,1,51.88,54.49,62.48,High,1
STU5974,17.0,Female,31421.0,Middle,No,No,3,0.685,CS,4,3.59,70.5,1,2.86,4,-2.316,44.1,Yes,7.5,1,27.95,51.17,50.95,High,0
STU5975,22.0,Male,25000.0,Low,No,No,2,0.7,Business,1,2.24,74.7,1,4.67,5,-0.16,15.2,Yes,7.1,1,43.94,63.35,54.82,High,0
STU5976,19.6,Male,30925.0,Middle,No,No,2,0.686,Science,4,0.89,75.8,0,3.3,2,0.58,38.7,Yes,6.0,1,45.86,56.27,53.62,High,1
STU5977,24.6,Female,25000.0,Low,No,Yes,2,0.7,Arts,4,1.47,72.2,1,4.02,3,0.321,34.6,Yes,4.4,2,44.89,58.48,49.18,High,0
STU5978,22.4,Male,25000.0,Low,No,No,3,0.7,Business,4,2.38,70.5,1,4.51,2,-0.371,36.8,No,4.6,0,32.55,60.36,44.47,Moderate,1
STU5979,21.5,Male,25000.0,Low,Yes,Yes,2,1.0,Science,3,1.15,77.2,0,3.2,1,0.275,21.7,Yes,5.9,2,39.09,56.42,56.92,High,0
STU5980,22.1,Male,38834.0,Middle,No,No,2,0.667,Arts,4,2.0,88.9,0,5.0,0,0.227,25.4,Yes,6.3,1,23.33,72.29,42.58,Moderate,0
STU5981,18.8,Male,41403.0,Middle,No,No,1,0.661,Engineering,3,3.45,80.8,0,4.9,2,-1.267,15.2,Yes,3.8,1,18.76,67.68,35.07,Moderate,0
STU5982,24.6,Female,42084.0,Middle,Yes,No,3,0.959,CS,4,0.63,56.5,1,4.42,2,1.339,39.2,Yes,7.7,1,54.25,52.86,67.2,Critical,0
STU5983,25.4,Male,25000.0,Low,No,No,3,0.7,Arts,3,4.0,90.1,0,5.96,0,-1.345,46.1,Yes,8.0,1,2.97,78.23,38.45,Moderate,0
STU5984,21.9,Male,29614.0,Low,No,No,2,0.689,Arts,1,0.31,76.5,0,5.14,2,1.98,33.4,Yes,6.9,1,51.45,66.87,56.58,High,1
STU5985,24.5,Female,26421.0,Low,Yes,No,1,0.997,Science,3,2.83,93.5,0,3.65,2,-1.204,5.0,Yes,8.2,1,21.15,67.07,53.84,High,0
STU5986,19.7,Female,25000.0,Low,Yes,No,2,1.0,Business,2,1.41,88.5,0,3.01,2,-0.069,46.3,Yes,6.6,1,36.85,61.01,57.09,High,0
STU5987,19.2,Female,30019.0,Middle,No,No,2,0.688,Engineering,1,2.59,79.5,0,4.2,0,-0.719,31.4,Yes,6.0,1,20.25,63.14,42.39,Moderate,0
STU5988,21.1,Female,25585.0,Low,No,No,2,0.699,Science,1,2.52,80.4,0,3.91,4,-0.778,5.0,Yes,5.6,1,35.68,61.97,47.96,High,0
STU5989,22.0,Female,40413.0,Middle,Yes,No,0,0.963,Engineering,4,0.34,72.9,1,3.92,4,1.406,9.6,Yes,4.9,1,59.73,58.28,61.66,High,1
STU5990,20.1,Female,31218.0,Middle,No,No,0,0.685,CS,1,0.46,87.2,0,3.27,2,0.997,17.4,No,5.5,0,46.74,61.81,51.87,High,1
STU5991,22.2,Female,25000.0,Low,No,No,4,0.7,CS,2,3.98,94.9,0,4.05,2,-2.176,30.0,Yes,3.6,1,9.23,70.0,31.19,Moderate,0
STU5992,21.7,Female,51816.0,Middle,No,No,3,0.636,Arts,3,3.64,76.2,0,6.03,1,-0.954,17.7,Yes,5.3,1,14.49,71.67,36.02,Moderate,0
STU5993,18.8,Male,25000.0,Low,Yes,Yes,2,1.0,CS,2,3.52,77.2,0,4.9,1,-1.337,19.3,Yes,3.4,2,15.39,65.88,39.77,Moderate,0
STU5994,22.1,Female,28608.0,Low,No,No,2,0.691,Business,4,2.6,97.8,0,4.18,2,-0.738,41.0,Yes,4.1,1,22.16,72.17,37.11,Moderate,0
STU5995,22.9,Male,25000.0,Low,No,No,0,0.7,Arts,2,3.76,82.7,0,5.61,2,-1.261,44.2,Yes,7.7,1,15.09,72.59,43.4,Moderate,0
STU5996,21.4,Female,25000.0,Low,No,Yes,2,0.7,Engineering,2,2.51,69.8,1,4.95,3,-0.305,41.4,Yes,7.6,2,35.21,62.46,52.72,High,0
STU5997,23.5,Male,40737.0,Middle,No,No,2,0.662,CS,1,3.83,71.1,1,3.57,5,-2.24,10.4,Yes,4.0,1,29.12,55.43,41.57,Moderate,0
STU5998,18.3,Female,25000.0,Low,Yes,No,2,1.0,Business,1,0.11,95.6,0,3.93,2,1.641,41.3,No,7.1,0,47.72,69.68,61.39,High,0
STU5999,22.0,Female,29740.5,Low,Yes,Yes,1,0.989,Engineering,1,3.03,85.8,0,4.0,3,-1.248,24.3,Yes,5.5,2,25.21,65.17,48.84,High,1
STU6000,18.4,Female,124140.0,High,No,No,2,0.462,Arts,2,2.19,73.6,1,4.31,2,-0.27,53.6,Yes,4.3,1,33.52,60.8,39.28,Moderate,0
STU6001,18.5,Female,25000.0,Low,No,Yes,1,0.7,Business,4,0.35,84.7,0,4.55,5,1.677,33.1,Yes,8.0,2,59.84,67.68,62.78,High,1
STU6002,19.6,Female,80042.0,Upper-Middle,No,No,2,0.568,Arts,3,0.83,75.3,0,2.37,1,0.226,44.6,Yes,3.5,1,42.86,50.85,44.63,Moderate,1
STU6003,18.9,Male,26814.0,Low,No,Yes,1,0.696,CS,1,3.2,66.6,1,3.32,1,-1.721,36.7,Yes,2.3,2,21.77,51.79,35.61,Moderate,0
STU6004,19.8,Female,25000.0,Low,Yes,Yes,1,1.0,CS,1,2.0,79.2,0,3.93,5,-0.249,35.2,Yes,4.3,2,44.99,61.48,54.52,High,0
STU6005,20.5,Male,29740.5,Low,No,Yes,1,0.689,CS,3,3.56,81.9,0,4.0,1,-1.778,25.6,Yes,5.5,2,13.58,63.22,38.48,Moderate,0
STU6006,22.8,Female,29740.5,Low,No,Yes,3,0.689,Business,4,0.48,69.5,1,4.0,5,1.302,44.5,Yes,5.5,2,63.1,57.02,59.22,High,1
STU6007,20.3,Male,25000.0,Low,No,No,1,0.7,Science,2,3.89,71.9,1,2.83,1,-2.629,41.2,Yes,2.4,1,13.28,51.71,32.56,Moderate,0
STU6008,17.5,Male,25000.0,Low,No,No,3,0.7,Business,1,1.54,74.0,1,3.19,2,-0.119,26.0,No,6.1,0,39.9,54.76,52.0,High,0
STU6009,23.5,Female,49421.0,Middle,No,Yes,3,0.641,Engineering,1,1.64,80.4,0,4.58,4,0.4,24.7,Yes,8.9,2,44.48,65.7,58.01,High,0
STU6010,19.2,Female,35341.0,Middle,No,No,2,0.675,Business,2,1.44,83.0,0,6.76,1,1.571,21.5,Yes,6.0,1,34.45,79.14,45.41,High,0
STU6011,20.9,Female,57593.0,Middle,Yes,Yes,1,0.922,Science,2,3.6,70.5,1,2.7,0,-2.397,39.8,Yes,5.1,2,12.85,50.28,43.79,Moderate,0
STU6012,22.0,Female,40500.0,Middle,Yes,No,1,0.963,Science,4,2.18,77.3,0,1.45,3,-1.534,32.8,Yes,6.7,1,36.26,46.72,58.51,High,0
STU6013,21.4,Male,87986.0,Upper-Middle,Yes,Yes,1,0.849,Science,3,2.27,78.2,0,4.21,2,-0.395,33.5,Yes,5.6,2,31.34,62.54,49.14,High,0
STU6014,23.4,Female,33096.0,Middle,No,No,2,0.681,Engineering,2,3.02,68.1,1,2.25,1,-2.018,25.7,Yes,5.6,1,23.12,46.58,44.88,Moderate,0
STU6015,22.1,Female,33965.0,Middle,No,No,2,0.678,Science,1,0.98,83.8,0,4.74,2,1.131,47.5,Yes,5.4,1,42.56,68.29,48.84,High,0
STU6016,19.1,Male,36063.0,Middle,Yes,No,1,0.973,Arts,2,3.93,86.8,0,5.02,0,-1.694,12.1,Yes,5.9,1,4.66,71.35,40.37,Moderate,0
STU6017,25.8,Male,27296.0,Low,No,No,2,0.694,Engineering,2,3.02,84.5,0,3.71,0,-1.367,39.4,Yes,4.8,1,14.45,62.91,37.22,Moderate,0
STU6018,21.4,Male,49457.0,Middle,No,Yes,0,0.641,Science,1,2.7,71.4,1,3.42,2,-1.177,41.8,Yes,2.6,2,29.08,54.74,37.74,Moderate,0
STU6019,20.7,Female,34277.0,Middle,No,No,0,0.678,Engineering,3,2.95,86.8,0,3.07,2,-1.583,26.2,No,8.8,0,21.96,60.49,50.27,High,0
STU6020,23.1,Male,47711.0,Middle,Yes,No,2,0.945,CS,4,1.92,81.2,0,4.08,0,-0.103,12.6,Yes,6.5,1,26.44,63.32,51.23,High,0
STU6021,21.5,Male,52402.0,Middle,No,No,2,0.634,Engineering,1,3.11,89.9,0,2.29,3,-2.09,34.6,Yes,4.2,1,23.18,57.7,38.8,Moderate,0
STU6022,21.9,Male,38448.0,Middle,Yes,Yes,1,0.968,Science,4,0.89,85.8,0,3.4,3,0.624,44.4,Yes,6.1,2,46.61,61.83,58.98,High,1
STU6023,26.5,Female,40176.0,Middle,Yes,No,1,0.964,Science,4,3.34,84.5,0,3.05,1,-1.981,51.3,Yes,3.5,1,15.0,59.23,40.15,Moderate,0
STU6024,20.4,Female,25000.0,Low,No,Yes,2,0.7,Business,1,1.5,79.7,0,4.36,4,0.442,37.9,Yes,6.2,2,46.09,64.13,53.32,High,1
STU6025,20.3,Female,25000.0,Low,Yes,No,1,1.0,Engineering,3,3.17,89.6,0,4.45,0,-1.188,22.6,No,6.8,0,11.42,69.58,46.13,High,0
STU6026,21.3,Female,49317.0,Middle,No,Yes,1,0.642,Business,1,2.75,72.9,1,5.83,3,-0.153,38.3,Yes,7.4,2,31.88,68.91,48.76,High,1
STU6027,23.4,Male,69855.0,Upper-Middle,No,No,3,0.592,Engineering,2,1.24,71.9,1,2.73,3,-0.024,36.0,No,6.5,0,47.28,51.15,54.33,High,1
STU6028,17.7,Male,25000.0,Low,No,Yes,2,0.7,Engineering,1,3.77,100.0,0,3.55,2,-2.189,33.9,Yes,5.2,2,9.8,69.77,35.45,Moderate,0
STU6029,17.0,Female,25000.0,Low,Yes,No,3,1.0,Engineering,4,0.88,66.5,1,5.22,4,1.445,19.4,Yes,7.3,1,56.25,62.31,66.4,Critical,1
STU6030,19.7,Male,30157.0,Middle,No,No,3,0.688,Business,1,0.45,72.5,1,4.62,2,1.608,37.2,Yes,4.5,1,51.25,61.97,51.21,High,0
STU6031,17.4,Male,25000.0,Low,No,No,1,0.7,Engineering,4,2.21,88.4,0,3.14,2,-0.811,35.6,Yes,6.0,1,28.88,61.68,46.3,High,0
STU6032,20.1,Female,25000.0,Low,Yes,No,2,1.0,Arts,3,1.96,69.0,1,2.28,3,-0.944,59.1,Yes,4.2,1,40.95,47.19,54.8,High,0
STU6033,22.1,Male,39535.0,Middle,Yes,No,0,0.965,Engineering,2,1.92,87.9,0,6.41,2,0.935,31.1,Yes,5.9,1,31.93,79.64,49.88,High,0
STU6034,19.0,Female,29740.5,Low,Yes,No,1,0.989,CS,2,0.47,76.8,0,4.0,4,1.312,50.3,No,5.5,0,57.26,60.67,62.33,High,1
STU6035,17.9,Male,25000.0,Low,Yes,Yes,2,1.0,Engineering,3,0.98,92.8,0,2.38,2,0.08,46.7,Yes,6.9,2,39.86,59.65,59.25,High,0
STU6036,21.2,Female,26842.0,Low,No,No,2,0.696,CS,3,2.09,82.5,0,4.24,2,-0.201,30.6,Yes,7.2,1,31.85,64.86,49.93,High,0
STU6037,22.9,Male,39260.0,Middle,No,Yes,4,0.666,CS,3,0.99,72.6,1,5.25,0,1.349,44.8,Yes,7.5,2,38.32,65.53,52.57,High,0
STU6038,17.3,Male,47483.0,Middle,Yes,No,1,0.946,Engineering,4,1.76,74.7,1,2.86,1,-0.486,20.6,Yes,5.4,1,33.74,53.27,52.93,High,0
STU6039,22.8,Male,36007.0,Middle,Yes,No,1,0.974,Engineering,4,2.19,92.1,0,4.89,1,-0.012,27.7,Yes,3.9,1,24.22,73.28,42.93,Moderate,0
STU6040,22.8,Female,29740.5,Low,Yes,No,1,0.989,Science,3,3.24,67.1,1,4.0,2,-1.458,23.6,Yes,5.5,1,24.97,55.82,50.14,High,0
STU6041,23.1,Female,30253.0,Middle,No,No,2,0.687,Business,2,2.57,88.6,0,5.04,0,-0.325,28.1,Yes,3.5,1,17.72,72.36,33.72,Moderate,0
